"","nzreach","LENGTH","ORDER","CLIMATE","GEOLOGY","NET_POSN","DISTSEA","CATCHAREA"
"1879",3014325,2273.08658,2,"WW","VA","LO",87710.07,4501096
"1880",3014380,694.26407,1,"WW","SS","LO",92583.62,552600
"1881",3014437,1179.41125,1,"WW","HS","LO",93686.34,701100
"1882",3014458,1421.54329,1,"WW","HS","LO",94396.04,794700
"1883",3014473,1815.80736,2,"WW","SS","LO",94446.99,1684800
"1884",3014494,1116.3961,4,"WW","SS","MO",9642.123,37710000
"1885",3014570,869.11688,2,"WW","HS","LO",95009.72,1343700
"1886",3014593,204.85281,1,"WW","HS","LO",94218.17,276300
"1887",3014624,127.27922,3,"WW","HS","MO",94140.6,2812500
"1888",3014677,941.54329,1,"WW","SS","LO",94412.73,947700
"1889",3014932,968.52814,1,"WW","SS","LO",95011.85,1050300
"1890",3014933,1371.83766,2,"WW","SS","LO",95415.16,1830600
"1891",3014966,741.83766,6,"WD","VA","HO",68225.98,391973216
"1892",3014974,434.55844,1,"WW","HS","LO",96300.97,584100
"1893",3015051,719.11688,6,"WD","VA","HO",68945.1,388816928
"1894",3015061,2260.66017,2,"WW","SS","LO",93965.72,4365200.5
"1895",3015195,446.98485,6,"WD","VA","HO",69906.36,253538128
"1896",3015277,302.13203,2,"WW","SS","LO",97856.55,1352700
"1897",3015297,1091.54329,2,"WD","SS","LO",107449.5,3967200
"1898",3015314,427.27922,6,"WW","VA","HO",98647.37,3088079872
"1899",3015340,904.26407,3,"WD","VA","MO",100536.8,5779800
"1900",3015430,1176.3961,2,"WW","VA","LO",97439.17,4856098.5
"1901",3015493,901.24892,1,"WD","SS","LO",101480.5,693900
"1902",3015510,1086.3961,7,"CW","VA","HO",101075.1,8418752512
"1903",3015528,494.55844,5,"WW","HS","HO",100632.9,32330700
"1904",3015543,956.10173,2,"WW","HS","LO",101589,2048400
"1905",3015552,934.26407,3,"WD","VA","MO",102177.8,3384000
"1906",3015617,632.13203,1,"WW","SS","LO",105725.8,575100
"1907",3015653,1937.93939,4,"WW","HS","MO",14158.3,54117900
"1908",3015715,1038.82251,7,"CW","VA","HO",103027.6,8416961536
"1909",3015727,2147.93939,3,"WW","SS","MO",98625.86,10083600
"1910",3015730,874.26407,1,"WW","SS","LO",105583.1,648900
"1911",3015751,1308.82251,1,"WW","SS","LO",104009.9,946800
"1912",3015778,3414.3355,2,"WW","VA","LO",101741.1,4904726
"1913",3015800,1753.67532,2,"WD","SS","LO",111342.2,1601100
"1914",3015814,524.55844,7,"CW","VA","HO",103552.1,8408148480
"1915",3015830,1697.93939,7,"CW","VA","HO",105250.1,8395928576
"1916",3015836,669.41125,3,"WW","SS","MO",104221.5,12076200
"1917",3015875,1847.93939,4,"WD","SS","MO",112206,23568300
"1918",3015914,2395.21861,2,"WW","SS","LO",106616.8,6593400
"1919",3015973,686.98485,3,"WD","SS","MO",105937,6532200
"1920",3015993,180,7,"CW","VA","HO",105430.1,8388256256
"1921",3016027,1008.82251,2,"WW","HS","LO",104731.2,4684500
"1922",3016037,102.42641,7,"CW","VA","HO",105532.5,8387501056
"1923",3016064,534.85281,7,"CW","VA","HO",106067.3,8387125760
"1924",3016083,1036.69048,3,"WW","SS","MO",104889.3,15498000
"1925",3016124,1960.66017,2,"WD","SS","LO",107897.7,2970000
"1926",3016193,1218.82251,3,"WW","SS","MO",100384.7,19441800
"1927",3016232,1289.11688,1,"WD","SS","LO",109186.8,998100
"1928",3016332,4534.99567,2,"WW","SS","LO",111151.7,4431600
"1929",3016339,1438.23376,4,"WW","HS","MO",108359.8,21675600
"1930",3016396,2068.23376,3,"WD","SS","MO",109833.5,7169400
"1931",3016427,1092.42641,6,"WW","VA","HO",108169.1,2982479360
"1932",3016457,817.27922,2,"WD","SS","LO",112846.3,2658600
"1933",3016470,911.54329,2,"WD","SS","LO",111626.6,3528000
"1934",3016533,386.98485,7,"CW","VA","HO",108756.5,8376544256
"1935",3016534,476.98485,2,"WD","SS","LO",111192,1979100
"1936",3016589,881.54329,3,"WD","SS","MO",110715.1,5867100
"1937",3016607,826.69048,2,"WD","SS","LO",115454.9,1758600
"1938",3016614,2234.92424,7,"CW","VA","HO",110991.5,8376025088
"1939",3016675,1431.83766,6,"WW","VA","HO",110980.9,2975211264
"1940",3016797,561.83766,1,"WW","SS","LO",109894,472500
"1941",3016802,639.41125,3,"WD","SS","MO",114121.2,6268500
"1942",3016852,1593.38095,2,"WD","SS","LO",115714.6,3546000
"1943",3016854,902.13203,1,"WD","SS","LO",116779.2,433800
"1944",3016865,307.27922,1,"WD","SS","LO",113294.5,379800
"1945",3016866,969.41125,1,"WD","SS","LO",114451.2,535500
"1946",3016877,422.13203,3,"WD","SS","MO",113409.4,10829700
"1947",3016882,1031.54329,2,"WD","SS","LO",114440.9,3899700
"1948",3016908,1815.80736,2,"WW","SS","LO",112477.4,2243700
"1949",3016924,1403.9697,3,"WD","SS","MO",112860,12328200
"1950",3016930,784.26407,1,"WD","SS","LO",113644.2,629100
"1951",3016963,1141.24892,3,"WW","HS","MO",6391.098,3286800
"1952",3016967,1808.52814,3,"WW","VA","MO",108811.9,13667362
"1953",3016989,736.69048,2,"WD","SS","LO",115177.6,2250900
"1954",3016990,1863.38095,1,"WD","SS","LO",116304.3,1203300
"1955",3016999,953.9697,3,"WW","SS","MO",129613,10060200
"1956",3017005,2125.21861,2,"WW","SS","LO",132457.3,4502700
"1957",3017022,2889.77705,1,"WW","SS","LO",135581.9,2681100
"1958",3017054,2294.92424,4,"WW","VA","MO",86856.27,34667100
"1959",3017057,891.83766,7,"CW","VA","HO",113603.1,8356696064
"1960",3017058,2969.48268,2,"WD","M","LO",115680.7,2250900
"1961",3017089,549.41125,3,"WW","SS","MO",130162.4,9328500
"1962",3017107,839.11688,2,"WW","HS","LO",7230.214,1572300
"1963",3017110,1231.24892,4,"WW","HS","MO",2087.939,46289700
"1964",3017193,187.27922,2,"WD","SS","LO",113790.3,1740600
"1965",3017264,2205.80736,3,"CX","VA","MO",113707.8,13016869
"1966",3017280,1995.80736,3,"CX","VA","MO",111501.9,14213869
"1967",3017347,1261.24892,4,"WW","HS","MO",119510.6,17123400
"1968",3017380,1237.27922,2,"WD","SS","LO",120983.3,1067400
"1969",3017404,2275.21861,3,"WW","SS","MO",117119.8,6372900
"1970",3017427,446.98485,7,"CW","VA","HO",115291.6,8347667456
"1971",3017435,132.42641,1,"WD","SS","LO",121329.6,474300
"1972",3017487,2483.08658,4,"WW","M","MO",117774.7,22216500
"1973",3017517,1041.83766,4,"WW","VA","MO",91656.99,24232500
"1974",3017533,989.11688,2,"WW","HS","LO",121985.5,3093300
"1975",3017575,1028.52814,7,"CW","VA","HO",116944.1,8323726848
"1976",3017577,379.70563,3,"WD","SS","MO",131313.2,12558600
"1977",3017581,806.98485,2,"WW","HS","LO",121893.4,3015900
"1978",3017660,1483.67532,4,"WW","M","MO",119258.4,18810900
"1979",3017664,793.67532,2,"WD","SS","LO",129132.3,2205900
"1980",3017713,294.85281,2,"WD","SS","LO",119812,1502100
"1981",3017724,604.26407,7,"CW","VA","HO",117548.4,8310310400
"1982",3017743,1992.79221,1,"WD","M","LO",119541.2,1134900
"1983",3017761,312.42641,2,"WD","SS","LO",128338.6,2594700
"1984",3017816,749.11688,2,"WD","SS","LO",128026.2,4332600
"1985",3017882,2115.80736,4,"WD","SS","MO",129115.6,103797000
"1986",3017909,874.26407,2,"WD","SS","LO",127277.1,5513400
"1987",3017910,856.69048,4,"WW","VA","MO",94025.22,19217700
"1988",3017954,861.83766,3,"WW","HS","MO",16481.09,10938600
"1989",3017999,1306.69048,2,"WW","SS","LO",1868.528,2612700
"1990",3018002,596.98485,4,"WD","SS","MO",126999.8,106070416
"1991",3018009,234.85281,4,"WW","VA","MO",94260.07,18328500
"1992",3018030,981.83766,4,"WW","VA","MO",95241.91,17695800
"1993",3018032,724.26407,2,"WW","M","LO",122985.1,2581200
"1994",3018043,584.55844,7,"CW","VA","HO",119811.2,8306520064
"1995",3018051,2232.79221,3,"WW","VA","MO",120691.9,13602108
"1996",3018071,694.26407,2,"WW","VA","LO",134028,903600
"1997",3018083,632.13203,5,"WW","HS","HO",1768.234,154116896
"1998",3018137,734.55844,3,"WW","VA","MO",2366.102,10512900
"1999",3018152,646.69048,2,"WW","HS","LO",127094.8,3724200
"2000",3018155,556.69048,1,"WW","M","LO",120367.8,450900
"2001",3018186,217.27922,1,"WW","VA","LO",134245.2,289800
"2002",3018187,1188.82251,7,"CW","VA","HO",122628.5,8275995648
"2003",3018208,2003.08658,5,"WD","SS","HO",125301,181213200
"2004",3018209,6262.93506,2,"WW","VA","LO",8629.037,3898800
"2005",3018210,856.69048,3,"WW","VA","MO",3222.792,6199200
"2006",3018213,841.24892,4,"WD","SS","MO",126142.2,67558496
"2007",3018218,72.42641,7,"CW","VA","HO",121439.7,8276984320
"2008",3018227,547.27922,7,"CW","VA","HO",121367.2,8277583872
"2009",3018237,529.70563,3,"WW","M","MO",121349.7,27063900
"2010",3018242,626.98485,7,"CW","VA","HO",123255.5,8274840576
"2011",3018348,998.52814,2,"WW","SS","LO",122420.6,4954500
"2012",3018358,1730.95454,3,"WW","M","MO",123720,16908300
"2013",3018362,886.69048,2,"WW","VA","LO",97299.85,1354500
"2014",3018374,3904.62987,1,"WW","VA","LO",7272.275,1982700
"2015",3018390,337.27922,2,"WW","SS","LO",122326.4,4351500
"2016",3018393,1436.10173,3,"WW","VA","MO",98054.12,5796900
"2017",3018466,1026.3961,2,"WW","SS","LO",123352.8,4066200
"2018",3018467,42.42641,1,"WW","SS","LO",122368.8,230400
"2019",3018555,1086.3961,3,"WW","M","MO",124908.9,13917600
"2020",3018585,2790.3658,2,"WW","M","LO",141052.9,5593500
"2021",3018639,3257.93939,1,"WW","SS","LO",126610.7,2874600
"2022",3018749,242.13203,3,"WD","SS","MO",129515.4,31677300
"2023",3018778,381.83766,3,"WW","HS","MO",133554,4783500
"2024",3018874,1630.66017,3,"WD","SS","MO",131146,31012200
"2025",3018922,332.13203,1,"WW","VA","LO",141385.1,360000
"2026",3019016,1536.3961,2,"WW","VA","LO",169468.7,2548800
"2027",3019201,3069.77705,3,"WD","SS","MO",140085.4,12756600
"2028",3019205,1835.51299,2,"WW","SS","LO",137037.3,4570200
"2029",3019330,2297.93939,1,"WW","VA","LO",2640.366,1323000
"2030",3019705,839.11688,2,"WW","M","LO",148467.9,2648700
"2031",3019711,809.11688,2,"WW","SS","LO",141738.7,1206900
"2032",3019958,174.85281,2,"WW","HS","LO",17168.96,4255200
"2033",3020065,3099.77705,2,"WW","SS","LO",143239.9,11151000
"2034",3020081,2105.51299,2,"WW","SS","LO",145477.9,6530400
"2035",3020118,959.11688,4,"WW","VA","MO",160162.2,31455900
"2036",3020197,1610.95454,5,"WW","VA","HO",146557.5,88073088
"2037",3020351,1206.3961,7,"CW","VA","HO",144182,7928842240
"2038",3020352,1648.23376,4,"WW","VA","MO",153218.7,67359600
"2039",3020380,1266.3961,3,"WW","VA","MO",7280.804,15934500
"2040",3020418,1333.67532,7,"CW","VA","HO",147389.4,7836781568
"2041",3020546,653.9697,7,"CW","VA","HO",148085.8,7834532864
"2042",3020619,577.27922,7,"CW","VA","HO",148663.1,7831945216
"2043",3020636,2630.07143,4,"WW","SS","MO",153161.1,58666500
"2044",3020656,3248.89394,7,"CW","VA","HO",152201.7,7830554112
"2045",3020852,1960.66017,2,"WW","SS","LO",150032.2,6705900
"2046",3020958,669.41125,1,"WW","Al","LO",140722.3,749700
"2047",3021079,4643.45238,2,"CW","VA","LO",152929.6,4830300
"2048",3021104,289.70563,7,"CW","VA","HO",152491.4,7825788416
"2049",3021330,1196.10173,4,"WW","SS","MO",160816.4,20380500
"2050",3021336,572.13203,1,"WW","SS","LO",160192.5,495900
"2051",3021391,399.41125,1,"WW","VA","LO",143787.8,520200
"2052",3021441,743.9697,1,"WW","Al","LO",144259.6,715500
"2053",3021459,157.27922,4,"WW","VA","MO",144300.9,34723896
"2054",3021535,6645.65584,2,"CW","VA","LO",157433,5812200
"2055",3021881,302.13203,6,"WW","VA","HO",152724,2510948096
"2056",3022579,2810.07143,3,"WW","VA","MO",161798.8,22842000
"2057",3022604,604.26407,5,"WW","VA","HO",176029.5,269341152
"2058",3022605,1006.69048,5,"WW","VA","HO",177403.4,267846256
"2059",3022868,1835.51299,2,"CX","VA","LO",170392.6,7381800
"2060",3022924,1321.24892,2,"CW","VA","LO",210750.5,3093300
"2061",3023123,1810.66017,2,"CX","VA","LO",170367.8,1561500
"2062",3023126,836.98485,3,"CX","VA","MO",166704.1,13954500
"2063",3023179,1853.08658,3,"CX","VA","MO",168557.1,9777600
"2064",3023280,2949.77705,2,"CX","VA","LO",180646.8,6272100
"2065",3023367,801.83766,1,"WW","VA","LO",1580.955,613800
"2066",3023515,1126.69048,4,"WW","VA","MO",171539.9,33500700
"2067",3023527,459.41125,4,"WW","VA","MO",170158.7,42643800
"2068",3023556,1321.24892,4,"WW","VA","MO",166520.8,35880300
"2069",3023692,307.27922,2,"WW","VA","LO",9145.434,8066700
"2070",3023760,2367.35065,2,"WW","VA","LO",176470.1,2862000
"2071",3023890,5637.71645,2,"WW","M","LO",14783.15,6707700
"2072",3024005,596.98485,3,"CW","VA","MO",170898.5,21075300
"2073",3024075,3072.79221,3,"CW","VA","MO",173971.3,12635100
"2074",3024259,11366.31601,2,"CW","VA","LO",182264.8,8051400
"2075",3024473,2347.64502,4,"WW","VA","MO",195416.7,122600688
"2076",3024534,2850.3658,3,"CW","VA","MO",184210.4,23413840
"2077",3024565,716.98485,3,"CW","VA","MO",184927.4,20851540
"2078",3024572,561.83766,3,"CW","VA","MO",185489.2,20004640
"2079",3024626,6025.58441,3,"CW","VA","MO",193098.7,17814940
"2080",3024875,374.55844,3,"WW","HS","MO",184862.1,12787200
"2081",3025440,1873.67532,3,"CW","VA","MO",192863.4,13653900
"2082",3025550,1523.08658,3,"WW","VA","MO",194167.7,34671600
"2083",3025840,1685.51299,4,"CW","VA","MO",204277.6,88157696
"2084",3025893,1123.67532,4,"CW","VA","MO",193459.5,44326256
"2085",3026247,3349.18831,3,"CW","VA","MO",199998.4,13377299
"2086",3026317,5977.1277,3,"CW","VA","MO",203128.2,11812254
"2087",3026550,544.26407,2,"CW","VA","LO",198614.2,8341200
"2088",3027038,4389.77705,3,"CW","VA","MO",218407.9,11440868
"2089",3027420,1388.52814,4,"CW","VA","MO",213160.3,55713600
"2090",3027472,416.98485,2,"WW","HS","LO",1303.675,1344600
"2091",3027544,886.69048,2,"WW","HS","LO",886.6905,2054227.25
"2092",3027600,1411.24892,1,"WW","HS","LO",3329.482,1305900
"2093",3027885,2270.07143,2,"WW","VA","LO",203953,7542000
"2094",3028124,711.83766,3,"CW","VA","MO",213137.8,16082100
"2095",3028181,966.3961,4,"CW","VA","MO",213392.4,60927300
"2096",3028447,1446.3961,5,"CW","VA","HO",210724.8,326717824
"2097",3028556,1313.9697,3,"WW","VA","MO",224357.1,5652900
"2098",3028930,596.98485,3,"CW","VA","MO",284475.1,9449139
"2099",3028983,476.98485,3,"WW","VA","MO",214190,19495800
"2100",3029140,959.11688,3,"WW","SS","MO",213557.9,16182000
"2101",3029281,1073.9697,5,"WW","VA","HO",21325.13,120746672
"2102",3029473,1043.9697,2,"WW","HS","LO",2280.366,1790100
"2103",3029542,1351.24892,1,"WW","HS","LO",4937.422,1380600
"2104",3029577,2162.49783,5,"WW","VA","HO",23487.63,119329184
"2105",3029621,1236.3961,2,"WW","HS","LO",1236.396,3143661.5
"2106",3029725,1026.3961,1,"WW","SS","LO",213152.5,876600
"2107",3029752,531.83766,1,"WW","VA","LO",4812.275,555300
"2108",3029838,439.70563,2,"CW","VA","LO",226968.3,5994000
"2109",3029980,174.85281,1,"CW","VA","LO",227143.2,251100
"2110",3030098,1446.3961,3,"CW","VA","MO",222920.2,8508600
"2111",3030132,1068.82251,4,"CW","VA","MO",279755,26666138
"2112",3030309,1905.80736,4,"CW","VA","MO",280319.8,22709700
"2113",3030318,272.13203,4,"CW","VA","MO",278686.2,27065738
"2114",3030430,809.11688,7,"CW","VA","HO",207380.5,6753002496
"2115",3030697,1681.24892,5,"CW","VA","HO",209279.1,214459744
"2116",3030968,247.27922,3,"WW","HS","MO",422.132,6923700
"2117",3031059,971.54329,2,"WW","HS","LO",5119.554,3195000
"2118",3031109,572.13203,3,"WW","VA","MO",226856.5,13056300
"2119",3031140,784.26407,3,"WW","HS","MO",1793.087,3938400
"2120",3031262,2005.21861,2,"CW","VA","LO",321400.7,3779746
"2121",3031325,791.54329,3,"WW","HS","MO",4148.011,6833700
"2122",3031357,1970.95454,1,"WW","HS","LO",3641.909,1330200
"2123",3031404,934.26407,5,"CW","VA","HO",225593.6,179869360
"2124",3031416,944.55844,1,"WW","HS","LO",6371.392,1237500
"2125",3031546,1533.38095,3,"CW","VA","MO",235337.7,24028200
"2126",3031766,2123.08658,1,"CW","VA","LO",265767.6,1464300
"2127",3031768,1306.69048,3,"CW","VA","MO",318838.8,7426516.5
"2128",3031956,476.98485,2,"WW","HS","LO",14217.41,1052100
"2129",3032102,1144.26407,3,"CW","VA","MO",263107.5,11534400
"2130",3032216,939.41125,2,"CW","HS","LO",16260.79,2471400
"2131",3032433,547.27922,7,"CW","VA","HO",215940.5,6501855232
"2132",3032613,2185.21861,1,"CW","VA","LO",320518.3,1596792.25
"2133",3032650,2458.23376,2,"WW","SS","LO",227632.2,3635100
"2134",3032654,904.26407,7,"CW","VA","HO",217044.5,6499165696
"2135",3032693,824.55844,2,"WW","HS","LO",3227.056,1156500
"2136",3032798,324.85281,3,"WW","HS","MO",12132.49,4700700
"2137",3032848,896.98485,2,"WW","SS","LO",226820.1,3794400
"2138",3032876,858.82251,3,"WW","HS","MO",858.8225,7065838
"2139",3032887,806.98485,2,"WW","SS","LO",806.9849,859500
"2140",3033025,434.55844,3,"WW","SS","MO",1293.381,6246900
"2141",3033056,531.83766,3,"WW","SS","MO",2644.63,2397600
"2142",3033078,446.98485,1,"WW","SS","LO",1253.97,424800
"2143",3033365,1913.08658,1,"CW","VA","LO",317076.9,1401300
"2144",3033454,731.54329,4,"WW","HS","MO",14624.99,11941200
"2145",3033586,646.69048,1,"WW","SS","LO",2792.498,495900
"2146",3033608,144.85281,3,"WW","HS","MO",14769.84,4088700
"2147",3033630,1533.38095,1,"CW","VA","LO",310423.2,1607400
"2148",3033631,934.26407,3,"WW","HS","MO",15704.1,3454200
"2149",3033632,1059.41125,3,"WW","HS","MO",15684.4,7627500
"2150",3033775,536.98485,2,"CX","HS","LO",108755.5,2298600
"2151",3033796,204.85281,2,"WW","HS","LO",4349.483,2214900
"2152",3033809,711.83766,2,"CW","HS","LO",5061.32,1737900
"2153",3033834,649.70563,2,"WW","HS","LO",2865.807,4692600
"2154",3033884,1338.82251,3,"CW","VA","MO",243966.9,15139800
"2155",3033888,536.98485,2,"WW","SS","LO",2753.087,2398500
"2156",3033907,639.41125,1,"CX","HS","LO",108857.9,740700
"2157",3033927,812.13203,3,"WW","HS","MO",16496.53,5405400
"2158",3033952,2305.21861,2,"CW","VA","LO",308889.8,4463100
"2159",3034122,554.55844,6,"CW","VA","HO",252906,246959632
"2160",3034381,1523.9697,1,"WW","HS","LO",13863.08,1144800
"2161",3034481,282.42641,7,"CW","VA","HO",251565.1,5334789120
"2162",3034565,831.83766,3,"WW","VA","MO",120349.4,16857000
"2163",3034617,971.54329,2,"WW","M","LO",2792.498,3163500
"2164",3034703,859.70563,1,"WW","HS","LO",12442.42,605700
"2165",3034708,584.55844,1,"WW","SS","LO",119999.7,596700
"2166",3034727,476.98485,2,"WW","HS","LO",12816.09,1959300
"2167",3034764,951.83766,2,"WW","M","LO",3744.335,2208600
"2168",3034816,5540.43723,2,"CW","VA","LO",233340.9,3737700
"2169",3034818,752.13203,2,"WW","VA","LO",120269.7,1625400
"2170",3034819,102.42641,3,"WW","VA","MO",119517.6,18503100
"2171",3034831,2015.51299,3,"WW","VA","MO",119415.1,19955700
"2172",3034957,1163.9697,1,"CW","VA","LO",244840.2,554400
"2173",3034960,2347.64502,4,"CW","VA","MO",252501.5,48308400
"2174",3035011,144.85281,7,"CW","VA","HO",227846.3,5912880128
"2175",3035124,819.41125,7,"CW","VA","HO",259578.3,5028431872
"2176",3035138,2510.07143,4,"CW","VA","MO",245125.5,35487000
"2177",3035175,1568.52814,2,"CW","VA","LO",231547,3563100
"2178",3035280,789.41125,2,"CW","VA","LO",240610.6,3424500
"2179",3035301,484.26407,7,"CW","VA","HO",229456.4,5838893568
"2180",3035562,1273.67532,2,"CW","VA","LO",260363.1,6740100
"2181",3035645,1628.52814,1,"WW","M","LO",1628.528,1401544.75
"2182",3035653,3861.32034,1,"CW","VA","LO",305578.8,2322000
"2183",3035709,1873.67532,2,"WW","VA","LO",232056.5,2121300
"2184",3035726,1226.10173,2,"WW","HS","LO",14164.33,6642900
"2185",3035821,926.98485,1,"WW","VA","LO",116600.8,622800
"2186",3035850,646.69048,2,"WW","VA","LO",114015.3,2709000
"2187",3035855,476.98485,2,"CW","VA","LO",234574.3,2079000
"2188",3035995,1126.69048,1,"WW","VA","LO",115142,882000
"2189",3036016,609.41125,2,"WW","VA","LO",114624.7,1525500
"2190",3036107,444.85281,5,"WW","VA","HO",91288.3,148933808
"2191",3036125,669.41125,1,"WW","HS","LO",12780.95,545400
"2192",3036143,1146.3961,2,"WW","HS","LO",9022.051,2341800
"2193",3036206,204.85281,1,"WW","VA","LO",12358.81,244800
"2194",3036224,1630.66017,2,"WW","HS","LO",12111.53,9735300
"2195",3036626,349.70563,3,"CX","HS","MO",13830.06,10835100
"2196",3036691,1068.82251,3,"CX","HS","MO",14024.62,9333900
"2197",3036923,584.55844,2,"WW","VA","LO",8180.802,2958300
"2198",3037344,1796.10173,1,"WW","VA","LO",108395.1,1269900
"2199",3037380,801.83766,2,"WW","M","LO",2068.234,1851300
"2200",3037446,1158.82251,1,"WW","VA","LO",2425.219,785700
"2201",3037589,614.55844,1,"WW","VA","LO",110620.7,457200
"2202",3037632,1193.9697,3,"CX","HS","MO",61113.84,5496300
"2203",3037928,803.9697,2,"WW","VA","LO",3715.584,4266900
"2204",3037993,996.3961,3,"CX","HS","MO",31702.7,9299700
"2205",3038122,671.54329,3,"WW","VA","MO",2809.188,8274600
"2206",3038171,879.41125,5,"CW","VA","HO",289106.2,329509504
"2207",3038300,674.55844,5,"CW","VA","HO",290909.6,216830400
"2208",3038376,1133.9697,3,"CW","VA","MO",159609.3,6917896.5
"2209",3038415,1121.54329,3,"CW","VA","MO",160730.8,6086296
"2210",3038418,404.55844,1,"WW","HS","LO",29586.89,360000
"2211",3038565,669.41125,1,"WW","VA","LO",88135.79,437400
"2212",3038632,499.70563,3,"CW","VA","MO",157067.1,12324196
"2213",3038637,801.83766,4,"CW","VA","MO",301249.9,36719100
"2214",3038638,817.27922,1,"WW","VA","LO",87709.4,510300
"2215",3038647,724.26407,3,"WX","HS","MO",28755.05,1865700
"2216",3038714,676.69048,4,"CW","VA","MO",153467.6,36022584
"2217",3038739,1486.69048,6,"WW","VA","HO",88953.07,599197632
"2218",3038774,1595.51299,3,"WW","VA","MO",5041.98,5076900
"2219",3038775,294.85281,6,"WW","VA","HO",89247.93,597654144
"2220",3038783,1066.69048,4,"WX","HS","MO",28030.79,19113300
"2221",3038819,102.42641,6,"WW","VA","HO",89435.21,592388224
"2222",3038868,651.83766,1,"CW","VA","LO",257958.8,698400
"2223",3038874,667.27922,1,"WW","M","LO",3649.188,568800
"2224",3038976,409.70563,1,"WD","VA","LO",293974.2,738000
"2225",3039103,2722.20346,2,"CW","VA","LO",159289.6,5136946
"2226",3039109,264.85281,1,"WW","VA","LO",84629.3,278100
